Player,season game,career game,season,year,month,day,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
Lebron,74,465,6,2009,3,31,24-091,CLE,DET,W (+6),40:36:00,9,24,0.375,0,2,0,7,8,0.875,1,11,12,3,3,1,1,25,20.2,+10
Lebron,75,466,6,2009,4,2,24-093,CLE,WAS,L (-8),38:20:00,11,18,0.611,4,8,0.5,5,7,0.714,1,8,9,6,0,0,6,31,22.9,-13
Lebron,76,467,6,2009,4,3,24-094,CLE,ORL,L (-29),32:00:00,7,20,0.35,2,5,0.4,10,10,1,1,8,9,5,1,0,2,26,20,-26
Lebron,77,468,6,2009,4,5,24-096,CLE,SAS,W (+20),36:43:00,14,21,0.667,2,5,0.4,8,8,1,0,7,7,6,1,0,2,38,33.8,+7
Lebron,78,469,6,2009,4,8,24-099,CLE,WAS,W (+12),30:51:00,7,15,0.467,0,2,0,7,8,0.875,0,6,6,7,3,0,2,21,20.2,+25
Lebron,79,470,6,2009,4,10,24-101,CLE,PHI,W (+10),36:34:00,8,17,0.471,1,4,0.25,10,12,0.833,0,2,2,10,0,1,1,27,23.2,+8
Lebron,80,471,6,2009,4,12,24-103,CLE,BOS,W (+31),30:22:00,9,14,0.643,5,8,0.625,6,6,1,0,4,4,7,1,1,5,29,25.2,+21
Lebron,81,472,6,2009,4,13,24-104,CLE,IND,W (+8),38:42:00,12,23,0.522,2,7,0.286,11,14,0.786,0,5,5,5,1,0,5,37,25.1,+8
Lebron,1,473,7,2009,10,27,24-301,CLE,BOS,L (-6),44:55:00,12,22,0.545,4,9,0.444,10,13,0.769,0,4,4,8,2,4,5,38,31.2,0
Lebron,2,474,7,2009,10,28,24-302,CLE,TOR,L (-10),39:47:00,7,19,0.368,1,5,0.2,8,14,0.571,2,9,11,12,2,0,4,23,20.2,+2
Lebron,3,475,7,2009,10,30,24-304,CLE,MIN,W (+17),33:26:00,10,18,0.556,2,3,0.667,2,3,0.667,2,7,9,6,1,1,2,24,22,+17
Lebron,4,476,7,2009,10,31,24-305,CLE,CHA,W (+11),37:14:00,5,11,0.455,0,1,0,4,6,0.667,1,6,7,9,0,0,4,14,11.9,+19
Lebron,5,477,7,2009,11,3,24-308,CLE,WAS,W (+12),35:59:00,7,16,0.438,2,7,0.286,11,13,0.846,3,5,8,6,3,0,4,27,24.6,+5
Lebron,6,478,7,2009,11,5,24-310,CLE,CHI,L (-1),38:13:00,9,17,0.529,1,4,0.25,6,9,0.667,0,7,7,6,1,1,3,25,20.5,-1
Lebron,7,479,7,2009,11,6,24-311,CLE,NYK,W (+9),35:37:00,12,17,0.706,2,4,0.5,7,9,0.778,0,8,8,9,3,0,7,33,28.6,+8
Lebron,8,480,7,2009,11,11,24-316,CLE,ORL,W (+9),39:07:00,13,23,0.565,2,3,0.667,8,9,0.889,2,6,8,4,1,0,4,36,26.9,+7
Lebron,9,481,7,2009,11,12,24-317,CLE,MIA,W (+7),38:53:00,8,20,0.4,2,4,0.5,16,18,0.889,1,3,4,7,2,1,2,34,28.8,+6
Lebron,10,482,7,2009,11,14,24-319,CLE,UTA,W (+4),37:33:00,6,15,0.4,0,3,0,9,12,0.75,0,6,6,9,2,1,2,21,20.1,+6
Lebron,11,483,7,2009,11,17,24-322,CLE,GSW,W (+6),38:32:00,11,19,0.579,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,31,30.8,+8
Lebron,12,484,7,2009,11,18,24-323,CLE,WAS,L (-17),35:08:00,12,20,0.6,3,7,0.429,7,8,0.875,0,2,2,9,2,0,6,34,25.7,-12
Lebron,13,485,7,2009,11,20,24-325,CLE,IND,W (+10),37:53:00,13,25,0.52,1,3,0.333,13,14,0.929,2,7,9,7,1,1,2,40,35,+4
Lebron,14,486,7,2009,11,21,24-326,CLE,PHI,W (+6),38:32:00,13,20,0.65,2,4,0.5,4,6,0.667,0,7,7,9,0,0,5,32,24.6,+11
Lebron,15,487,7,2009,11,25,24-330,CLE,DET,W (+10),38:49:00,12,24,0.5,1,4,0.25,9,11,0.818,1,7,8,7,1,0,5,34,24.1,+12
Lebron,16,488,7,2009,11,27,24-332,CLE,CHA,L (-7),38:01:00,10,19,0.526,2,7,0.286,3,4,0.75,0,6,6,4,0,0,6,25,12.3,+3
Lebron,17,489,7,2009,11,28,24-333,CLE,DAL,W (+16),36:21:00,10,20,0.5,0,2,0,5,7,0.714,0,5,5,12,0,0,1,25,22.3,+8
Lebron,18,490,7,2009,12,2,24-337,CLE,PHO,W (+17),34:37:00,6,15,0.4,0,3,0,0,0,,1,7,8,10,1,1,3,12,12.4,+19
Lebron,19,491,7,2009,12,4,24-339,CLE,CHI,W (+14),34:12:00,8,17,0.471,1,3,0.333,6,10,0.6,0,6,6,11,0,0,1,23,20.8,+19
Lebron,20,492,7,2009,12,6,24-341,CLE,MIL,W (+15),32:18:00,4,10,0.4,0,0,,6,7,0.857,1,4,5,10,1,1,5,14,13,+8
Lebron,21,493,7,2009,12,8,24-343,CLE,MEM,L (-2),44:47:00,14,29,0.483,4,11,0.364,11,12,0.917,4,9,13,6,0,1,5,43,32.5,+6
Lebron,22,494,7,2009,12,9,24-344,CLE,HOU,L (-10),39:40:00,8,21,0.381,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,27,18.1,-13
Lebron,23,495,7,2009,12,11,24-346,CLE,POR,W (+5),37:36:00,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,7,1,2,4,33,26.4,+8
Lebron,24,496,7,2009,12,13,24-348,CLE,OKC,W (+13),38:35:00,16,29,0.552,5,8,0.625,7,10,0.7,0,7,7,6,4,1,1,44,38.5,+13
Lebron,25,497,7,2009,12,15,24-350,CLE,NJN,W (+10),40:28:00,9,19,0.474,1,5,0.2,4,6,0.667,1,5,6,7,2,0,6,23,14.4,+7
Lebron,26,498,7,2009,12,16,24-351,CLE,PHI,W (+7),40:17:00,12,26,0.462,3,6,0.5,9,11,0.818,1,5,6,7,3,1,3,36,28.8,+10
Lebron,27,499,7,2009,12,18,24-353,CLE,MIL,W (+3),38:22:00,6,13,0.462,2,4,0.5,12,14,0.857,1,9,10,8,0,3,6,26,23.2,+3
Lebron,28,500,7,2009,12,20,24-355,CLE,DAL,L (-7),43:05:00,9,23,0.391,2,6,0.333,5,7,0.714,0,3,3,6,2,2,2,25,17,-5
Lebron,29,501,7,2009,12,21,24-356,CLE,PHO,W (+18),38:26:00,11,21,0.524,1,3,0.333,6,6,1,1,5,6,4,2,0,3,29,21.5,+26
Lebron,30,502,7,2009,12,23,24-358,CLE,SAC,W (+13),43:41:00,14,30,0.467,1,4,0.25,5,7,0.714,4,12,16,10,0,0,2,34,28.8,+26
Lebron,31,503,7,2009,12,25,24-360,CLE,LAL,W (+15),40:44:00,9,19,0.474,2,7,0.286,6,11,0.545,0,4,4,9,2,1,7,26,16.3,+8
Lebron,32,504,7,2009,12,27,24-362,CLE,HOU,W (+25),29:26:00,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,29,28.6,+16
Lebron,33,505,7,2009,12,29,24-364,CLE,ATL,W (+11),39:36:00,6,20,0.3,0,5,0,2,3,0.667,1,7,8,10,5,1,4,14,12.7,+6
Lebron,34,506,7,2009,12,30,25-000,CLE,ATL,W (+5),43:12:00,15,23,0.652,4,6,0.667,14,16,0.875,3,7,10,6,2,2,3,48,44.7,+7
Lebron,35,507,7,2010,1,2,25-003,CLE,NJN,W (+8),36:27:00,7,16,0.438,1,4,0.25,13,15,0.867,1,8,9,7,1,2,1,28,28.2,+10
Lebron,36,508,7,2010,1,3,25-004,CLE,CHA,L (-3),42:51:00,13,21,0.619,2,6,0.333,1,2,0.5,0,7,7,6,1,1,1,29,24.9,-2
Lebron,37,509,7,2010,1,6,25-007,CLE,WAS,W (+23),30:50:00,7,12,0.583,1,4,0.25,8,11,0.727,2,5,7,8,1,2,1,23,26.1,+16
Lebron,38,510,7,2010,1,8,25-009,CLE,DEN,L (-2),41:18:00,12,28,0.429,2,8,0.25,9,13,0.692,2,4,6,7,1,0,8,35,18.7,+6
Lebron,39,511,7,2010,1,10,25-011,CLE,POR,W (+12),45:16:00,13,19,0.684,3,4,0.75,12,14,0.857,0,10,10,8,0,1,3,41,38,+16
Lebron,40,512,7,2010,1,11,25-012,CLE,GSW,W (+3),41:37:00,12,23,0.522,1,4,0.25,12,14,0.857,1,7,8,11,2,4,2,37,37.8,+12
Lebron,41,513,7,2010,1,14,25-015,CLE,UTA,L (-1),40:25:00,12,20,0.6,4,6,0.667,8,12,0.667,1,8,9,6,5,1,5,36,32.8,+7
Lebron,42,514,7,2010,1,16,25-017,CLE,LAC,W (+1),38:54:00,12,20,0.6,3,6,0.5,5,7,0.714,2,2,4,4,2,1,5,32,23.3,-1
Lebron,43,515,7,2010,1,19,25-020,CLE,TOR,W (+8),41:01:00,8,18,0.444,0,7,0,12,14,0.857,0,9,9,11,3,3,3,28,29.9,+12
Lebron,44,516,7,2010,1,21,25-022,CLE,LAL,W (+6),40:24:00,13,25,0.52,1,9,0.111,10,13,0.769,0,5,5,9,2,1,4,37,28.8,+5
Lebron,45,517,7,2010,1,23,25-024,CLE,OKC,W (+1),42:38:00,9,19,0.474,6,10,0.6,13,19,0.684,0,9,9,12,1,1,6,37,30.9,-1
Lebron,46,518,7,2010,1,25,25-026,CLE,MIA,W (+1),38:31:00,9,23,0.391,2,9,0.222,12,17,0.706,0,9,9,4,1,0,4,32,18.8,+1
Lebron,47,519,7,2010,1,27,25-028,CLE,MIN,W (+14),30:33:00,3,8,0.375,1,3,0.333,5,6,0.833,0,6,6,11,1,1,3,12,15,+16
Lebron,48,520,7,2010,1,29,25-030,CLE,IND,W (+21),35:39:00,6,18,0.333,0,4,0,10,17,0.588,0,9,9,13,2,4,5,22,19.8,+22
Lebron,49,521,7,2010,1,31,25-032,CLE,LAC,W (+25),39:55:00,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,32,30.2,+15
Lebron,50,522,7,2010,2,2,25-034,CLE,MEM,W (+16),37:07:00,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,22,24.6,+19
Lebron,51,523,7,2010,2,4,25-036,CLE,MIA,W (+16),40:06:00,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,36,32.9,+20
Lebron,52,524,7,2010,2,6,25-038,CLE,NYK,W (+7),43:51:00,17,31,0.548,6,12,0.5,7,7,1,1,7,8,8,5,0,5,47,39.7,+4
Lebron,53,525,7,2010,2,9,25-041,CLE,NJN,W (+7),42:21:00,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,32,27.5,-2
Lebron,54,526,7,2010,2,11,25-043,CLE,ORL,W (+9),45:05:00,10,21,0.476,2,6,0.333,10,12,0.833,1,7,8,13,2,0,3,32,30.6,+16
Lebron,55,527,7,2010,2,18,25-050,CLE,DEN,L (-2),47:00:00,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,43,40.1,-5
Lebron,56,528,7,2010,2,19,25-051,CLE,CHA,L (-17),35:30:00,6,14,0.429,2,6,0.333,8,10,0.8,1,2,3,9,4,0,2,22,22.6,-2
Lebron,57,529,7,2010,2,21,25-053,CLE,ORL,L (-6),39:23:00,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,33,23.3,-9
Lebron,58,530,7,2010,2,23,25-055,CLE,NOH,W (+10),44:07:00,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,20,24.6,+17
Lebron,59,531,7,2010,2,25,25-057,CLE,BOS,W (+20),35:57:00,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,36,28.7,+9
Lebron,60,532,7,2010,2,26,25-058,CLE,TOR,W (+8),44:24:00,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,36,36,+8
Lebron,61,533,7,2010,3,1,25-061,CLE,NYK,W (+31),31:14:00,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,22,20.3,+39
Lebron,62,534,7,2010,3,3,25-063,CLE,NJN,W (+19),40:41:00,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,26,30,+18
Lebron,63,535,7,2010,3,5,25-065,CLE,DET,W (+7),41:52:00,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,40,36,+12
Lebron,64,536,7,2010,3,12,25-072,CLE,PHI,W (+5),42:06:00,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,23,20.9,+2
Lebron,65,537,7,2010,3,14,25-074,CLE,BOS,W (+11),38:52:00,9,21,0.429,1,3,0.333,11,16,0.688,3,5,8,7,2,3,2,30,26.7,+3
Lebron,66,538,7,2010,3,16,25-076,CLE,DET,W (+12),43:07:00,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,12,1,1,4,29,26.9,+13
Lebron,67,539,7,2010,3,17,25-077,CLE,IND,W (+5),38:43:00,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,32,25.8,+14
Lebron,68,540,7,2010,3,19,25-079,CLE,CHI,W (+7),37:31:00,9,21,0.429,0,3,0,11,12,0.917,1,10,11,7,2,2,5,29,24.1,+5
Lebron,69,541,7,2010,3,21,25-081,CLE,DET,W (+25),30:48:00,5,9,0.556,2,3,0.667,3,3,1,0,3,3,7,0,1,0,15,17.2,+17
Lebron,70,542,7,2010,3,24,25-084,CLE,NOH,W (+13),40:45:00,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,38,34.3,+9
Lebron,71,543,7,2010,3,26,25-086,CLE,SAS,L (-5),39:18:00,11,21,0.524,1,6,0.167,4,7,0.571,0,5,5,10,2,0,5,27,20.2,-5
Lebron,72,544,7,2010,3,28,25-088,CLE,SAC,W (+7),39:05:00,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,34,30.7,+8
Lebron,73,545,7,2010,3,31,25-091,CLE,MIL,W (+3),39:05:00,7,17,0.412,0,1,0,9,13,0.692,1,8,9,7,1,1,4,23,17.2,+10
Lebron,74,546,7,2010,4,2,25-093,CLE,ATL,W (+5),38:22:00,11,20,0.55,1,3,0.333,4,7,0.571,0,13,13,6,2,0,2,27,23.9,+11
Lebron,75,547,7,2010,4,4,25-095,CLE,BOS,L (-4),44:32:00,14,31,0.452,0,9,0,14,22,0.636,1,6,7,9,1,1,3,42,30.2,-1
Lebron,76,548,7,2010,4,6,25-097,CLE,TOR,W (+12),35:34:00,5,13,0.385,0,2,0,9,10,0.9,0,6,6,13,0,1,4,19,18.7,+19
Lebron,1,549,8,2010,10,26,25-300,MIA,BOS,L (-8),42:39:00,10,21,0.476,3,6,0.5,8,12,0.667,0,4,4,3,1,2,8,31,16,+1
Lebron,2,550,8,2010,10,27,25-301,MIA,PHI,W (+10),37:33:00,5,12,0.417,0,2,0,6,6,1,0,6,6,7,2,1,9,16,9.6,+6
Lebron,3,551,8,2010,10,29,25-303,MIA,ORL,W (+26),30:02:00,6,13,0.462,2,3,0.667,1,2,0.5,0,6,6,7,0,0,3,15,10,+13
Lebron,4,552,8,2010,10,31,25-305,MIA,NJN,W (+23),28:57:00,5,12,0.417,0,4,0,10,12,0.833,0,7,7,7,2,0,5,20,15.6,+18
Lebron,5,553,8,2010,11,2,25-307,MIA,MIN,W (+32),32:26:00,7,12,0.583,0,2,0,6,8,0.75,0,0,0,12,2,1,1,20,23.7,+32
Lebron,6,554,8,2010,11,5,25-310,MIA,NOH,L (-3),41:12:00,6,16,0.375,1,2,0.5,7,8,0.875,0,7,7,10,3,1,3,20,20.6,-6
Lebron,7,555,8,2010,11,6,25-311,MIA,NJN,W (+12),33:35:00,9,16,0.563,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,23,19.4,+11
Lebron,8,556,8,2010,11,9,25-314,MIA,UTA,L (-2),46:44:00,5,18,0.278,0,1,0,10,11,0.909,2,9,11,14,1,3,2,20,22.8,+4
Lebron,9,557,8,2010,11,11,25-316,MIA,BOS,L (-5),44:28:00,9,21,0.429,0,5,0,17,22,0.773,0,10,10,9,3,0,4,35,29,0
Lebron,10,558,8,2010,11,13,25-318,MIA,TOR,W (+9),39:20:00,8,21,0.381,0,1,0,7,11,0.636,1,1,2,11,2,0,3,23,17.6,+11
Lebron,11,559,8,2010,11,17,25-322,MIA,PHO,W (+27),23:03,9,15,0.6,0,2,0,2,3,0.667,3,5,8,9,3,0,3,20,20.6,+24
Lebron,12,560,8,2010,11,19,25-324,MIA,CHA,W (+8),39:29:00,12,25,0.48,2,5,0.4,6,7,0.857,0,2,2,5,2,0,4,32,20.6,+4
Lebron,13,561,8,2010,11,20,25-325,MIA,MEM,L (-2),42:06:00,11,23,0.478,2,4,0.5,5,6,0.833,0,3,3,11,1,0,4,29,21.7,-1
Lebron,14,562,8,2010,11,22,25-327,MIA,IND,L (-16),41:34:00,6,14,0.429,2,8,0.25,11,15,0.733,0,5,5,6,1,0,6,25,15.5,-1
Lebron,15,563,8,2010,11,24,25-329,MIA,ORL,L (-9),40:44:00,9,18,0.5,1,3,0.333,6,8,0.75,1,5,6,4,1,0,3,25,17,-15
Lebron,16,564,8,2010,11,26,25-331,MIA,PHI,W (+9),40:34:00,5,15,0.333,1,5,0.2,9,11,0.818,1,7,8,6,2,1,2,20,18,+11
Lebron,17,565,8,2010,11,27,25-332,MIA,DAL,L (-11),36:04:00,5,19,0.263,0,4,0,13,15,0.867,2,6,8,4,1,0,5,23,11.7,-14
Lebron,18,566,8,2010,11,29,25-334,MIA,WAS,W (+11),38:11:00,10,18,0.556,1,1,1,9,11,0.818,1,5,6,5,1,1,7,30,19.8,+3
Lebron,19,567,8,2010,12,1,25-336,MIA,DET,W (+25),31:14:00,8,15,0.533,1,1,1,1,2,0.5,2,4,6,3,1,0,4,18,12,+17
Lebron,20,568,8,2010,12,2,25-337,MIA,CLE,W (+28),30:02:00,15,25,0.6,2,7,0.286,6,9,0.667,0,5,5,8,1,1,0,38,33.7,+26
Lebron,21,569,8,2010,12,4,25-339,MIA,ATL,W (+12),37:19:00,5,11,0.455,1,1,1,11,13,0.846,0,7,7,4,1,1,2,22,19.7,+7
Lebron,22,570,8,2010,12,6,25-341,MIA,MIL,W (+10),38:41:00,7,16,0.438,1,3,0.333,2,4,0.5,0,6,6,6,1,1,1,17,12.5,+17
Lebron,23,571,8,2010,12,8,25-343,MIA,UTA,W (+13),39:26:00,12,20,0.6,3,5,0.6,6,7,0.857,1,6,7,9,0,0,2,33,28.6,0
Lebron,24,572,8,2010,12,10,25-345,MIA,GSW,W (+22),30:43:00,10,18,0.556,3,4,0.75,2,3,0.667,0,7,7,9,1,1,4,25,21.7,+22
Lebron,25,573,8,2010,12,11,25-346,MIA,SAC,W (+21),35:11:00,10,19,0.526,2,3,0.667,3,5,0.6,1,9,10,3,2,0,3,25,19,+15
Lebron,26,574,8,2010,12,13,25-348,MIA,NOH,W (+12),40:18:00,6,16,0.375,0,3,0,8,10,0.8,1,3,4,7,0,0,5,20,11.1,+11
Lebron,27,575,8,2010,12,15,25-350,MIA,CLE,W (+6),38:31:00,5,15,0.333,0,4,0,11,18,0.611,2,11,13,5,1,0,4,21,14.5,0
Lebron,28,576,8,2010,12,17,25-352,MIA,NYK,W (+22),38:13:00,14,23,0.609,3,6,0.5,1,3,0.333,1,10,11,10,1,0,5,32,27,+31
Lebron,29,577,8,2010,12,18,25-353,MIA,WAS,W (+1),40:31:00,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,32,24.4,+6
Lebron,30,578,8,2010,12,20,25-355,MIA,DAL,L (-2),36:05:00,6,17,0.353,2,4,0.5,5,7,0.714,3,7,10,7,0,0,5,19,11.2,-20
Lebron,31,579,8,2010,12,23,25-358,MIA,PHO,W (+12),37:23:00,13,22,0.591,2,5,0.4,8,8,1,1,5,6,4,3,0,5,36,26.8,+4
Lebron,32,580,8,2010,12,25,25-360,MIA,LAL,W (+16),38:11:00,8,14,0.571,5,6,0.833,6,6,1,1,10,11,10,4,0,1,27,33.3,+15
Lebron,33,581,8,2010,12,28,25-363,MIA,NYK,W (+8),40:25:00,8,17,0.471,1,2,0.5,1,3,0.333,0,10,10,8,0,0,3,18,12.9,+17
Lebron,34,582,8,2010,12,29,25-364,MIA,HOU,W (+6),39:09:00,8,15,0.533,0,4,0,4,4,1,0,6,6,9,1,0,3,20,17.6,+16
Lebron,35,583,8,2011,1,1,26-002,MIA,GSW,W (+7),41:31:00,7,15,0.467,0,3,0,11,17,0.647,2,5,7,10,1,1,3,25,23.1,+6
Lebron,36,584,8,2011,1,3,26-004,MIA,CHA,W (+14),36:34:00,15,26,0.577,2,4,0.5,6,6,1,0,9,9,5,1,0,3,38,28.8,+20
Lebron,37,585,8,2011,1,4,26-005,MIA,MIL,W (+12),36:35:00,8,15,0.533,0,0,,9,11,0.818,1,5,6,9,0,2,2,25,24,+10
Lebron,38,586,8,2011,1,7,26-008,MIA,MIL,W (+6),45:16:00,8,23,0.348,1,4,0.25,9,11,0.818,1,9,10,5,6,1,5,26,20.1,+7
Lebron,39,587,8,2011,1,9,26-010,MIA,POR,W (+7),46:11:00,17,26,0.654,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,44,35.1,+5
Lebron,40,588,8,2011,1,12,26-013,MIA,LAC,L (-6),39:44:00,11,24,0.458,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,27,17.4,-3
Lebron,41,589,8,2011,1,18,26-019,MIA,ATL,L (-4),44:17:00,11,30,0.367,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,34,20.5,-5
Lebron,42,590,8,2011,1,22,26-023,MIA,TOR,W (+17),38:00:00,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,38,30.1,+13
Lebron,43,591,8,2011,1,27,26-028,MIA,NYK,L (-5),42:32:00,7,24,0.292,0,2,0,10,12,0.833,2,9,11,5,2,2,4,24,15,+5
Lebron,44,592,8,2011,1,28,26-029,MIA,DET,W (+1),44:19:00,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,39,34,+4
Lebron,45,593,8,2011,1,30,26-031,MIA,OKC,W (+5),40:13:00,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,23,25.6,+6
Lebron,46,594,8,2011,1,31,26-032,MIA,CLE,W (+27),31:22:00,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,24,22.8,+20
Lebron,47,595,8,2011,2,3,26-035,MIA,ORL,W (+4),42:39:00,17,25,0.68,3,5,0.6,14,17,0.824,2,9,11,8,1,1,3,51,46.7,+2
Lebron,48,596,8,2011,2,4,26-036,MIA,CHA,W (+12),36:39:00,7,13,0.538,0,3,0,5,6,0.833,1,7,8,9,0,0,3,19,17.2,+10
Lebron,49,597,8,2011,2,6,26-038,MIA,LAC,W (+18),35:37:00,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,12,5.3,+15
Lebron,50,598,8,2011,2,8,26-040,MIA,IND,W (+5),41:44:00,15,23,0.652,2,5,0.4,9,13,0.692,3,10,13,8,3,1,4,41,39.3,+18
Lebron,51,599,8,2011,2,11,26-043,MIA,DET,W (+14),34:43:00,7,17,0.412,0,2,0,2,3,0.667,0,8,8,10,4,0,3,16,16.9,+15
Lebron,52,600,8,2011,2,13,26-045,MIA,BOS,L (-3),43:28:00,10,21,0.476,0,2,0,2,3,0.667,1,6,7,7,1,0,4,22,14.5,+1
Lebron,53,601,8,2011,2,15,26-047,MIA,IND,W (+7),40:55:00,11,20,0.55,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,27,20.3,+9
Lebron,54,602,8,2011,2,16,26-048,MIA,TOR,W (+8),37:38:00,8,18,0.444,0,2,0,7,10,0.7,3,10,13,8,0,0,5,23,17.7,+6
Lebron,55,603,8,2011,2,22,26-054,MIA,SAC,W (+20),30:24:00,14,26,0.538,3,6,0.5,0,3,0,2,6,8,3,0,0,3,31,17.9,+18
Lebron,56,604,8,2011,2,24,26-056,MIA,CHI,L (-4),41:26:00,12,21,0.571,0,4,0,5,6,0.833,0,10,10,5,2,1,2,29,25.5,+3
Lebron,57,605,8,2011,2,25,26-057,MIA,WAS,W (+8),42:46:00,5,11,0.455,0,1,0,15,19,0.789,1,8,9,7,1,3,1,25,27,-4
Lebron,58,606,8,2011,2,27,26-059,MIA,NYK,L (-5),39:08:00,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,27,19.7,-3
Lebron,59,607,8,2011,3,3,26-063,MIA,ORL,L (-3),39:56:00,11,16,0.688,0,2,0,7,7,1,2,4,6,4,0,2,2,29,26.2,0
Lebron,60,608,8,2011,3,4,26-064,MIA,SAS,L (-30),36:08:00,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,26,20.2,-16
Lebron,61,609,8,2011,3,6,26-066,MIA,CHI,L (-1),41:50:00,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,26,24,-4
Lebron,62,610,8,2011,3,8,26-068,MIA,POR,L (-9),45:32:00,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,31,26.5,-2
Lebron,63,611,8,2011,3,10,26-070,MIA,LAL,W (+6),42:16:00,7,17,0.412,0,3,0,5,7,0.714,1,7,8,9,1,0,1,19,17.8,+8
Lebron,64,612,8,2011,3,12,26-072,MIA,MEM,W (+33),31:55:00,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,27,23.8,+17
Lebron,65,613,8,2011,3,14,26-074,MIA,SAS,W (+30),41:31:00,8,19,0.421,0,1,0,5,5,1,0,6,6,8,0,2,2,21,16.5,+22
Lebron,66,614,8,2011,3,16,26-076,MIA,OKC,L (-11),39:30:00,8,21,0.381,0,3,0,3,3,1,0,8,8,3,1,1,1,19,12.7,-6
Lebron,67,615,8,2011,3,18,26-078,MIA,ATL,W (+21),30:54:00,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,43,32.2,+23
Lebron,68,616,8,2011,3,19,26-079,MIA,DEN,W (+5),40:40:00,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,33,20.5,+16
Lebron,69,617,8,2011,3,23,26-083,MIA,DET,W (+6),42:05:00,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,19,14.9,+6
Lebron,70,618,8,2011,3,25,26-085,MIA,PHI,W (+12),41:01:00,11,17,0.647,1,4,0.25,9,9,1,2,8,10,2,3,1,4,32,28.2,+17
Lebron,71,619,8,2011,3,27,26-087,MIA,HOU,W (+6),40:27:00,13,21,0.619,0,1,0,7,9,0.778,1,9,10,7,0,0,2,33,28.6,+5
Lebron,72,620,8,2011,3,29,26-089,MIA,CLE,L (-12),43:17:00,10,21,0.476,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,27,21.9,-9
Lebron,73,621,8,2011,3,30,26-090,MIA,WAS,W (+16),43:49:00,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,35,34.6,+20
Lebron,74,622,8,2011,4,1,26-092,MIA,MIN,W (+19),42:53:00,11,20,0.55,0,1,0,5,7,0.714,2,4,6,10,3,1,3,27,26.1,+15
Lebron,75,623,8,2011,4,3,26-094,MIA,NJN,W (+14),38:55:00,13,18,0.722,0,2,0,5,8,0.625,2,9,11,7,3,0,7,31,26.6,+13
Lebron,76,624,8,2011,4,6,26-097,MIA,MIL,L (-5),39:25:00,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,29,22,-10
