ID,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FINE_ART_Scholarship,FIRSTGN.,CONDITIONAL_ADMITS,PELL,CLASS,ADMIT_STATUS,Self-identified gender of the student.,TERM,ALTCUM_GPA,STA_FED_COHORT_GROUP,STATE,GRADS,FINE_ARTS_Scholarship,FIRSTGN,PRIMARY_MAJOR,RETURN?,FIRST_GEN,MAJOR_FIXED,RETURN_BIN,Membrshp Start Dt,Membrshp End Dt,Role,SPORT,years_org,Sport
11501,NHS,WH,,,F,3/29/1949,03/WIN2,,,NO,NO,UGND,NT,,20/FAL,3.796,,NE,,NO,NO,,Returns,NO,,0,,,,,,
11501,NHS,WH,,,F,3/29/1949,03/WIN2,,,NO,NO,UGND,NT,,21/SPR,3.796,,NE,,NO,NO,,Returns,NO,,0,,,,,,
11501,NHS,WH,,,F,3/29/1949,03/WIN2,,,NO,NO,UGND,NT,,21/FAL,3.796,,NE,,NO,NO,,Finished,NO,,1,,,,,,
17993,NHS,WH,,,F,8/18/1956,21/FAL,,,NO,NO,UGND,,,21/FAL,0,,NE,,NO,NO,,Finished,NO,,1,,,,,,
91607,NHS,WH,,,M,10/26/1986,05/FAL,,,NO,NO,UGND,FR,,24/FAL,3.727,05-06,NE,,NO,NO,,Finished,NO,,1,,,,,,
121057,NHS,AS,WH,,F,11/23/1997,16/FAL,NO,NO,NO,YES,SR,FR,MUS,19/FAL,3.679,16-17,NE,YES,,,,Returns,NO,MUS,0,,,,,,
121057,NHS,AS,WH,,F,11/23/1997,16/FAL,,NO,NO,YES,SR,FR,,20/SPR,3.708,16-17,NE,YES,NO,,MUS,Finished,NO,MUS,1,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,NO,NO,NO,NO,SO,FR,ACC,19/FAL,2.891,18-19,NE,YES,,,,Returns,NO,ACC,0,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,,NO,NO,NO,SO,FR,,20/SPR,2.988,18-19,NE,YES,NO,,ACC,Returns,NO,ACC,0,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,,,NO,NO,JR,FR,,20/FAL,2.857,18-19,NE,YES,NO,NO,ACC,Returns,NO,ACC,0,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,,,NO,NO,JR,FR,,21/SPR,2.749,18-19,NE,YES,NO,NO,ACC,Returns,NO,ACC,0,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,,,NO,NO,SR,FR,,21/FAL,2.572,18-19,NE,YES,NO,NO,BUS,Returns,NO,BUS,0,,,,,,
121060,NHS,WH,,,M,9/5/1999,18/FAL,,,NO,NO,SR,FR,,22/SPR,2.703,18-19,NE,YES,NO,NO,BUS,Finished,NO,BUS,1,,,,,,
121400,NHS,WH,,,M,10/25/2000,19/FAL,NO,NO,YES,NO,FR,FR,UND,19/FAL,0,19-20,NE,YES,,,,Returns,NO,UND,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,NO,YES,NO,FR,FR,,20/SPR,3.2,19-20,NE,YES,NO,,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,SO,FR,,20/FAL,3.367,19-20,NE,YES,NO,NO,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,SO,FR,,21/SPR,3.061,19-20,NE,YES,NO,NO,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,JR,FR,,21/FAL,3.125,19-20,NE,YES,NO,NO,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,JR,FR,,22/SPR,3.058,19-20,NE,YES,NO,NO,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,SR,FR,,22/FAL,2.96,19-20,NE,YES,NO,NO,CSI,Returns,NO,CSI,0,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121400,NHS,WH,,,M,10/25/2000,19/FAL,,,NO,NO,SR,FR,,23/SPR,3.006,19-20,NE,YES,NO,NO,CSI,Finished,NO,CSI,1,9/1/2019,5/1/2021,Member,AMBB,1.67,M Basketball
121915,NHS,WH,,,M,9/28/1991,10/FAL,NO,NO,NO,NO,UGND,FR,CSI,19/FAL,3.049,10-11,NE,,,,,Returns,NO,CSI,0,,,,,,
121915,NHS,WH,,,M,9/28/1991,10/FAL,,NO,NO,NO,UGND,FR,,20/SPR,3.079,10-11,NE,,NO,,CSI,Finished,NO,CSI,1,,,,,,
130115,NHS,WH,,,M,2/7/1992,10/FAL,,NO,NO,YES,SR,FR,,20/SPR,2.205,10-11,NE,YES,NO,,HIS,Finished,NO,HIS,1,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,NO,NO,NO,NO,SO,FR,MUS,19/FAL,3.936,18-19,NE,YES,,,,Returns,NO,MUS,0,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,,NO,NO,NO,SO,FR,,20/SPR,3.929,18-19,NE,YES,NO,,MUS,Returns,NO,MUS,0,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,,,NO,NO,JR,FR,,20/FAL,3.91,18-19,NE,YES,YES,NO,MUS,Returns,NO,MUS,0,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,,,NO,NO,JR,FR,,21/SPR,3.888,18-19,NE,YES,YES,NO,MUS,Returns,NO,MUS,0,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,,,NO,NO,SR,FR,,21/FAL,3.906,18-19,NE,YES,YES,NO,MUS,Returns,NO,MUS,0,,,,,,
150666,NHS,WH,,,F,10/22/1999,18/FAL,,,NO,NO,SR,FR,,22/SPR,3.857,18-19,NE,YES,YES,NO,MUS,Finished,NO,MUS,1,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,NO,YES,NO,NO,SO,FR,UND,19/FAL,0,19-20,NE,YES,,,,Returns,YES,UND,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,YES,NO,NO,JR,FR,,20/SPR,3.871,19-20,NE,YES,NO,,UND,Returns,YES,UND,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,,NO,NO,JR,FR,,20/FAL,3.834,19-20,NE,YES,NO,NO,UND,Returns,NO,UND,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,,NO,NO,JR,FR,,21/SPR,3.711,19-20,NE,YES,NO,NO,HSI,Returns,NO,HSI,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,,NO,NO,SR,FR,,21/FAL,3.707,19-20,NE,YES,NO,NO,HSI,Returns,NO,HSI,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,,NO,NO,SR,FR,,22/SPR,3.711,19-20,NE,YES,NO,NO,HSI,Returns,NO,HSI,0,,,,,,
159436,NHS,WH,,,F,7/16/2000,19/FAL,,,NO,NO,SR,FR,,22/FAL,3.729,19-20,NE,YES,NO,NO,HSI,Finished,NO,HSI,1,,,,,,
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,FR,FR,,20/FAL,0,20-21,NE,YES,NO,YES,UND,Returns,YES,UND,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,FR,FR,,21/SPR,2.919,20-21,NE,YES,NO,YES,ELED,Returns,YES,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,SO,FR,,21/FAL,3.066,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,SO,FR,,22/SPR,3.168,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,JR,FR,,22/FAL,3.225,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,JR,FR,,23/SPR,3.345,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,SR,FR,,23/FAL,3.335,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
159793,NHS,WH,,,F,11/13/2001,20/FAL,,,NO,NO,SR,FR,,24/SPR,3.414,20-21,NE,YES,NO,NO,ELED,Finished,NO,ELED,1,8/1/2020,5/1/2024,Varsity,AVOL,3.75,Volleyball
186597,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,Treasurer,ATRN,,Athletic Trainers
186925,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,FR,FR,,21/FAL,0,21-22,NE,YES,YES,NO,UND,Returns,NO,UND,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SO,FR,,22/SPR,3.833,21-22,NE,YES,YES,NO,MUS,Returns,NO,MUS,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SO,FR,,22/FAL,3.812,21-22,NE,YES,YES,NO,MUS,Returns,NO,MUS,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,JR,FR,,23/SPR,3.872,21-22,NE,YES,YES,NO,NRES,Returns,NO,NRES,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SR,FR,,23/FAL,3.893,21-22,NE,YES,YES,NO,NRES,Returns,NO,NRES,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SR,FR,,24/SPR,3.889,21-22,NE,YES,YES,NO,NRES,Returns,NO,NRES,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SR,FR,,24/FAL,3.87,21-22,NE,YES,YES,NO,NRES,Returns,NO,NRES,0,,,,,,
189158,NHS,WH,,,M,9/16/2003,21/FAL,,,NO,NO,SR,FR,,25/SPR,3.832,21-22,NE,YES,YES,NO,NRES,Finished,NO,NRES,1,,,,,,
189183,NHS,WH,,,F,4/19/1999,17/FAL,NO,NO,NO,NO,JR,FR,HHP,19/FAL,3.29,17-18,NE,YES,,,,Returns,NO,HHP,0,8/20/2020,,Member,ATRN,,Athletic Trainers
189183,NHS,WH,,,F,4/19/1999,17/FAL,NO,NO,NO,NO,JR,FR,HHP,19/FAL,3.29,17-18,NE,YES,,,,Returns,NO,HHP,0,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,NO,NO,NO,NO,JR,FR,HHP,19/FAL,3.29,17-18,NE,YES,,,,Returns,NO,HHP,0,9/1/2017,5/1/2020,Member,AWTR,2.67,W Outdoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,NO,NO,NO,NO,JR,FR,HHP,19/FAL,3.29,17-18,NE,YES,,,,Returns,NO,HHP,0,8/1/2017,5/1/2021,Member,AWXC,3.75,W Cross Country
189183,NHS,WH,,,F,4/19/1999,17/FAL,,NO,NO,NO,JR,FR,,20/SPR,3.397,17-18,NE,YES,NO,,HHP,Returns,NO,HHP,0,8/20/2020,,Member,ATRN,,Athletic Trainers
189183,NHS,WH,,,F,4/19/1999,17/FAL,,NO,NO,NO,JR,FR,,20/SPR,3.397,17-18,NE,YES,NO,,HHP,Returns,NO,HHP,0,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,NO,NO,NO,JR,FR,,20/SPR,3.397,17-18,NE,YES,NO,,HHP,Returns,NO,HHP,0,9/1/2017,5/1/2020,Member,AWTR,2.67,W Outdoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,NO,NO,NO,JR,FR,,20/SPR,3.397,17-18,NE,YES,NO,,HHP,Returns,NO,HHP,0,8/1/2017,5/1/2021,Member,AWXC,3.75,W Cross Country
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,20/FAL,3.515,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,8/20/2020,,Member,ATRN,,Athletic Trainers
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,20/FAL,3.515,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,20/FAL,3.515,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,9/1/2017,5/1/2020,Member,AWTR,2.67,W Outdoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,20/FAL,3.515,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,8/1/2017,5/1/2021,Member,AWXC,3.75,W Cross Country
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,21/SPR,3.559,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,8/20/2020,,Member,ATRN,,Athletic Trainers
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,21/SPR,3.559,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,1/1/2018,5/1/2019,Member,AWIT,1.33,W Indoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,21/SPR,3.559,17-18,NE,YES,NO,NO,HHP,Returns,NO,HHP,0,9/1/2017,5/1/2020,Member,AWTR,2.67,W Outdoor Track
189183,NHS,WH,,,F,4/19/1999,17/FAL,,,NO,NO,SR,FR,,21/SPR,3.559,17-18,NE,YES,NO,NO,HHP,Finished,NO,HHP,1,8/1/2017,5/1/2021,Member,AWXC,3.75,W Cross Country
201179,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,8/1/2015,5/1/2019,Varsity,AFBA,3.75,Football
205997,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
206784,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
207859,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,President,ATRN,,Athletic Trainers
211447,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
215324,NHS,WH,,,M,2/19/1991,09/FAL,NO,NO,NO,YES,SR,FR,HIS,19/FAL,2.363,09-10,,,,,,Returns,NO,HIS,0,,,,,,
215324,NHS,WH,,,M,2/19/1991,09/FAL,,NO,NO,YES,SR,FR,,20/SPR,2.275,09-10,,,NO,,HIS,Finished,NO,HIS,1,,,,,,
228438,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
229449,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
237202,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
238311,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
242137,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
252617,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
260377,,,,,,,,,,,,,,,,,,,,,,,Finished,,,1,9/1/2010,,,ATRN,,Athletic Trainers
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,FR,FR,,20/FAL,0,20-21,NE,YES,NO,NO,UND,Returns,NO,UND,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,FR,FR,,21/SPR,3.48,20-21,NE,YES,NO,NO,UND,Returns,NO,UND,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,SO,FR,,21/FAL,3.05,20-21,NE,YES,NO,NO,UND,Returns,NO,UND,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,SO,FR,,22/SPR,3.263,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,JR,FR,,22/FAL,3.405,20-21,NE,YES,NO,NO,ELED,Returns,NO,ELED,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,YES,JR,FR,,23/SPR,3.484,20-21,NE,YES,NO,NO,SPED,Returns,NO,SPED,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,NO,SR,FR,,23/FAL,3.547,20-21,NE,YES,NO,NO,SPED,Returns,NO,SPED,0,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
262788,NHS,WH,,,M,9/16/2001,20/FAL,,,NO,NO,SR,FR,,24/SPR,3.586,20-21,NE,YES,NO,NO,SPED,Finished,NO,SPED,1,8/1/2020,6/1/2024,Varsity,ABSA,3.84,Baseball
263810,NHS,WH,,,M,1/1/2000,18/FAL,NO,NO,NO,NO,SO,FR,BUS,19/FAL,2.868,18-19,NE,YES,,,,Returns,NO,BUS,0,8/1/2018,5/1/2022,Varsity,AFBA,3.75,Football
263810,NHS,WH,,,M,5/29/2000,18/FAL,,NO,NO,NO,SO,FR,,20/SPR,2.993,18-19,NE,YES,NO,,AGR,Returns,NO,AGR,0,8/1/2018,5/1/2022,Varsity,AFBA,3.75,Football
263810,NHS,WH,,,M,5/29/2000,18/FAL,,,NO,NO,JR,FR,,20/FAL,3.095,18-19,NE,YES,NO,NO,AGR,Returns,NO,AGR,0,8/1/2018,5/1/2022,Varsity,AFBA,3.75,Football
263810,NHS,WH,,,M,5/29/2000,18/FAL,,,NO,NO,SR,FR,,21/SPR,3.244,18-19,NE,YES,NO,NO,AGR,Returns,NO,AGR,0,8/1/2018,5/1/2022,Varsity,AFBA,3.75,Football
263810,NHS,WH,,,M,5/29/2000,18/FAL,,,NO,NO,SR,FR,,21/FAL,3.345,18-19,NE,YES,NO,NO,AGR,Finished,NO,AGR,1,8/1/2018,5/1/2022,Varsity,AFBA,3.75,Football
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,FR,FR,,22/FAL,0,22-23,NE,,NO,YES,UND,Returns,YES,UND,0,,,,,,
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,FR,FR,,23/SPR,2.436,22-23,NE,,NO,YES,UND,Returns,YES,UND,0,,,,,,
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,FR,FR,,23/FAL,2.872,22-23,NE,,NO,NO,UND,Returns,NO,UND,0,,,,,,
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,SO,FR,,24/SPR,3.037,22-23,NE,,NO,NO,UND,Returns,NO,UND,0,,,,,,
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,JR,FR,,24/FAL,2.958,22-23,NE,,NO,NO,SOC,Returns,NO,SOC,0,,,,,,
263861,NHS,WH,,,M,1/7/2004,22/FAL,,,NO,NO,JR,FR,,25/SPR,2.845,22-23,NE,,NO,NO,SOC,Returns,NO,SOC,0,,,,,,
264536,NHS,WH,,,F,9/15/1998,16/FAL,NO,NO,NO,YES,SR,FR,PSY,19/FAL,2.799,16-17,NE,YES,,,,Returns,NO,PSY,0,,,,,,
264536,NHS,WH,,,F,9/15/1998,16/FAL,,NO,NO,YES,SR,FR,,20/SPR,2.902,16-17,NE,YES,NO,,PSY,Returns,NO,PSY,0,,,,,,
264536,NHS,WH,,,F,9/15/1998,16/FAL,,,NO,NO,SR,FR,,20/FAL,2.93,16-17,NE,YES,YES,NO,PSY,Finished,NO,PSY,1,,,,,,
264633,NHS,WH,,,M,10/9/2000,19/FAL,NO,NO,NO,NO,FR,FR,UND,19/FAL,0,19-20,NE,YES,,,,Returns,NO,UND,0,1/1/2020,5/1/2022,Varsity,AMIT,2.33,M Indoor Track
264633,NHS,WH,,,M,10/9/2000,19/FAL,NO,NO,NO,NO,FR,FR,UND,19/FAL,0,19-20,NE,YES,,,,Returns,NO,UND,0,8/1/2019,6/1/2023,Varsity,AMXC,3.84,M Cross Country
264633,NHS,WH,,,M,10/9/2000,19/FAL,,NO,NO,NO,FR,FR,,20/SPR,3.72,19-20,NE,YES,NO,,SSI,Returns,NO,SSI,0,1/1/2020,5/1/2022,Varsity,AMIT,2.33,M Indoor Track
264633,NHS,WH,,,M,10/9/2000,19/FAL,,NO,NO,NO,FR,FR,,20/SPR,3.72,19-20,NE,YES,NO,,SSI,Returns,NO,SSI,0,8/1/2019,6/1/2023,Varsity,AMXC,3.84,M Cross Country
264633,NHS,WH,,,M,10/9/2000,19/FAL,,,NO,NO,SO,FR,,20/FAL,3.818,19-20,NE,YES,NO,NO,SSI,Returns,NO,SSI,0,1/1/2020,5/1/2022,Varsity,AMIT,2.33,M Indoor Track
